Query-ID,Reference-ID,Mash-distance,P-value,Matching-hashes
Cac_KPL_4075,Cac_KPL_3703,0.0226232,0,4512/10000
Cpr_KPL_2654,Cac_KPL_3703,0.243761,1.54E-109,30/10000
Cac_KPL_3647,Cac_KPL_3703,0.0221335,0,4580/10000
Cps_BWA172,Cac_KPL_3703,0.250557,7.42E-94,26/10000
Cpr_BWA124,Cac_KPL_3703,0.242205,7.42E-114,31/10000
Cac_BWA273,Cac_KPL_3703,0.0217655,0,4632/10000
Cpr_KPL_3953,Cac_KPL_3703,0.183572,0,107/10000
Cps_BWA092,Cac_KPL_3703,0.245371,3.19E-106,29/10000
Cac_BWA121,Cac_KPL_3703,0.0276359,0,3886/10000
Cpr_DE0530,Cac_KPL_3703,0.190693,0,92/10000
Cac_ATCC_49725,Cac_KPL_3703,0.0230931,0,4448/10000
Ctu_BWA195,Cac_KPL_3703,0.155887,0,193/10000
Cps_KPL_4041,Cac_KPL_3703,0.243761,4.82E-110,30/10000
Cac_KPL_3802,Cac_KPL_3703,0.0238604,0,4346/10000
Ctu_BWA207,Cac_KPL_3703,0.159669,0,178/10000
Ctu_DU074,Cac_KPL_3703,0.157613,0,186/10000
Cps_KPL_2621,Cac_KPL_3703,0.23782,1.96E-126,34/10000
Cpr_KPL_2804,Cac_KPL_3703,0.188686,0,96/10000
Cac_KPL_2618,Cac_KPL_3703,0.0232715,0,4424/10000
Cac_KPL_2617,Cac_KPL_3703,0.024106,0,4314/10000
Cac_KPL_3774,Cac_KPL_3703,0.0226815,0,4504/10000
Ctu_SK141,Cac_KPL_3703,0.160198,0,176/10000
Cps_KPL_3671,Cac_KPL_3703,0.245371,2.99E-106,29/10000
Cpr_KPL_3672,Cac_KPL_3703,0.258493,5.57E-78,22/10000
Cac_BWA109,Cac_KPL_3703,0.0258115,0,4100/10000
Ctu_BWA158,Cac_KPL_3703,0.159146,0,180/10000
Cac_KPL_2652,Cac_KPL_3703,0.0241214,0,4312/10000
Cac_KPL_4065,Cac_KPL_3703,0.0234437,0,4401/10000
Cpr_KPL_2755,Cac_KPL_3703,0.188197,0,97/10000
Cac_KPL_3921,Cac_KPL_3703,0.0233014,0,4420/10000
Cps_KPL_2773,Cac_KPL_3703,0.216771,2.28E-206,53/10000
Cma_NML_120205,Cac_KPL_3703,0.105187,0,581/10000
Cps_KPL_4010,Cac_KPL_3703,0.23782,1.42E-126,34/10000
Cps_KPL_2640,Cac_KPL_3703,0.248764,7.06E-98,27/10000
Cpr_HSID18035,Cac_KPL_3703,0.192258,0,89/10000
Cps_KPL_2865,Cac_KPL_3703,0.239237,2.06E-122,33/10000
Cac_KPL_2859,Cac_KPL_3703,0.0219559,0,4605/10000
Cac_BWA096,Cac_KPL_3703,0.0223053,0,4556/10000
Cps_KPL_2733,Cac_KPL_3703,0.254359,3.67E-86,24/10000
Cps_KPL_2834,Cac_KPL_3703,0.233808,1.15E-138,37/10000
Ctu_KPL_3807,Cac_KPL_3703,0.161274,0,172/10000
Cac_KPL_2641,Cac_KPL_3703,0.0239063,0,4340/10000
Cac_KPL_2660,Cac_KPL_3703,0.0229379,0,4469/10000
Cpr_KPL_3675,Cac_KPL_3703,0.247037,1.42E-101,28/10000
Cac_KPL_3970,Cac_KPL_3703,0.0225072,0,4528/10000
Cac_KPL_3832,Cac_KPL_3703,0.0230708,0,4451/10000
Cpr_KPL_3889,Cac_KPL_3703,0.186761,0,100/10000
Cps_KPL_3772,Cac_KPL_3703,0.240698,4.04E-118,32/10000
Cac_KPL_3926,Cac_KPL_3703,0.0247146,0,4236/10000
Cps_DU080,Cac_KPL_3703,0.247037,2.97E-102,28/10000
Ctu_BWA150,Cac_KPL_3703,0.162376,0,168/10000
Cac_DU079,Cac_KPL_3703,0.0226596,0,4507/10000
Cps_KPL_3770,Cac_KPL_3703,0.235108,8.24E-135,36/10000
Cac_KPL_2783,Cac_KPL_3703,0.0226305,0,4511/10000
Cma_CCUG_32361,Cac_KPL_3703,0.104801,0,586/10000
Cpr_1274_CJEI,Cac_KPL_3703,0.26546,2.57E-66,19/10000
Cps_KPL_2915,Cac_KPL_3703,0.243761,3.60E-110,30/10000
Cpr_KPL_3967,Cac_KPL_3703,0.245371,1.39E-105,29/10000
Cps_KPL_3833,Cac_KPL_3703,0.221466,4.99E-185,48/10000
Cpr_KPL_2785,Cac_KPL_3703,0.240698,7.85E-118,32/10000
Cpr_KPL_4040,Cac_KPL_3703,0.256381,1.14E-81,23/10000
Cps_90104,Cac_KPL_3703,0.243761,3.98E-110,30/10000
Cpr_KPL_2811,Cac_KPL_3703,0.182699,0,109/10000
Cac_KPL_3703,Cac_KPL_3703,0,0,10000/10000
Cac_KPL_4034,Cac_KPL_3703,0.0231079,0,4446/10000
Cma_NML_080212,Cac_KPL_3703,0.104343,0,592/10000
Cac_ATCC_49726,Cac_KPL_3703,0.0280629,0,3838/10000
Ctu_DSM_44922,Cac_KPL_3774,0.161003,0,173/10000
Cac_KPL_1996,Cac_KPL_3774,0.00097428,0,9603/10000
Cps_KPL_1989,Cac_KPL_3774,0.23782,2.72E-126,34/10000
Cac_KPL_1818,Cac_KPL_3774,0.0260099,0,4076/10000
Cps_BWA188,Cac_KPL_3774,0.239237,8.56E-122,33/10000
Cac_BWA270,Cac_KPL_3774,0.0269563,0,3964/10000
Cac_KPL_1824,Cac_KPL_3774,0.0181494,0,5187/10000
Cps_BWA127,Cac_KPL_3774,0.248764,9.46E-98,27/10000
Cps_BWA223,Cac_KPL_3774,0.254359,6.24E-86,24/10000
Cps_BWA184,Cac_KPL_3774,0.235108,2.88E-134,36/10000
Cps_BWA300,Cac_KPL_3774,0.23782,6.04E-126,34/10000
Cac_BWA161,Cac_KPL_3774,0.0239752,0,4331/10000
Cps_BWA311,Cac_KPL_3774,0.245371,5.52E-106,29/10000
Cps_DSM_44287,Cac_KPL_3774,0.239237,2.21E-122,33/10000
Cps_BWA118,Cac_KPL_3774,0.245371,5.51E-106,29/10000
Cps_BWA198,Cac_KPL_3774,0.242205,6.99E-114,31/10000
Cps_HSID17576,Cac_KPL_3774,0.242205,4.38E-114,31/10000
Cac_DU075,Cac_KPL_3774,0.0263524,0,4035/10000
Cps_BWA141,Cac_KPL_3774,0.242205,5.71E-114,31/10000
Cps_BWA283,Cac_KPL_3774,0.248764,7.03E-98,27/10000
Cps_HSID17575,Cac_KPL_3774,0.214163,7.25E-219,56/10000
Cps_BWA238,Cac_KPL_3774,0.233808,1.53E-138,37/10000
Cps_BWA110,Cac_KPL_3774,0.23782,3.04E-126,34/10000
Cac_BWA070,Cac_KPL_3774,0.0237233,0,4364/10000
Cps_KPL_3966,Cac_KPL_3774,0.236445,3.88E-130,35/10000
Cps_KPL_4066,Cac_KPL_3774,0.242205,5.15E-114,31/10000
Cps_KPL_2826,Cac_KPL_3774,0.228939,2.44E-155,41/10000
Cps_BWA164,Cac_KPL_3774,0.26546,2.16E-66,19/10000
Cpr_BWA290,Cac_KPL_3774,0.231311,1.77E-146,39/10000
Cpr_BWA146,Cac_KPL_3774,0.248764,1.23E-97,27/10000
Cps_BWA166,Cac_KPL_3774,0.23782,3.77E-126,34/10000
Cac_DU076,Cac_KPL_3774,0.0218288,0,4623/10000
Cpr_KPL_2657,Cac_KPL_3774,0.247037,1.47E-101,28/10000
Cps_KPL_2795,Cac_KPL_3774,0.217673,5.57E-202,52/10000
Cpr_DSM_44285,Cac_KPL_3774,0.236445,6.19E-130,35/10000
Cps_BWA305,Cac_KPL_3774,0.248764,5.64E-98,27/10000
Cps_KPL_2667,Cac_KPL_3774,0.26803,1.14E-62,18/10000
Cps_KPL_4025,Cac_KPL_3774,0.223483,1.48E-176,46/10000
Cac_KPL_3674,Cac_KPL_3774,0.0236702,0,4371/10000
Cps_KPL_3702,Cac_KPL_3774,0.245371,4.79E-106,29/10000
Cac_KPL_4075,Cac_KPL_3774,0.000621465,0,9744/10000
Cpr_KPL_2654,Cac_KPL_3774,0.245371,2.38E-105,29/10000
Cac_KPL_3647,Cac_KPL_3774,0.0194097,0,4984/10000
Cps_BWA172,Cac_KPL_3774,0.239237,6.36E-122,33/10000
Cpr_BWA124,Cac_KPL_3774,0.23011,1.23E-150,40/10000
Cac_BWA273,Cac_KPL_3774,0.0184291,0,5141/10000
Cpr_KPL_3953,Cac_KPL_3774,0.183134,0,108/10000
Cps_BWA092,Cac_KPL_3774,0.233808,8.67E-139,37/10000
Cac_BWA121,Cac_KPL_3774,0.0282789,0,3814/10000
Cpr_DE0530,Cac_KPL_3774,0.193331,0,87/10000
Cac_ATCC_49725,Cac_KPL_3774,0.0226087,0,4514/10000
Ctu_BWA195,Cac_KPL_3774,0.157865,0,185/10000
Cps_KPL_4041,Cac_KPL_3774,0.231311,8.60E-147,39/10000
Cac_KPL_3802,Cac_KPL_3774,0.0215626,0,4661/10000
Ctu_BWA207,Cac_KPL_3774,0.162098,0,169/10000
Ctu_DU074,Cac_KPL_3774,0.158373,0,183/10000
Cps_KPL_2621,Cac_KPL_3774,0.231311,6.77E-147,39/10000
Cpr_KPL_2804,Cac_KPL_3774,0.186761,0,100/10000
Cac_KPL_2618,Cac_KPL_3774,0.0220552,0,4591/10000
Cac_KPL_2617,Cac_KPL_3774,0.0211343,0,4723/10000
Cac_KPL_3774,Cac_KPL_3774,0,0,10000/10000
Ctu_SK141,Cac_KPL_3774,0.165848,0,156/10000
Cps_KPL_3671,Cac_KPL_3774,0.239237,2.34E-122,33/10000
Cpr_KPL_3672,Cac_KPL_3774,0.254359,1.06E-85,24/10000
Cac_BWA109,Cac_KPL_3774,0.0253623,0,4155/10000
Ctu_BWA158,Cac_KPL_3774,0.159669,0,178/10000
Cac_KPL_2652,Cac_KPL_3774,0.0215556,0,4662/10000
Cac_KPL_4065,Cac_KPL_3774,0.0209297,0,4753/10000
Cpr_KPL_2755,Cac_KPL_3774,0.18918,0,95/10000
Cac_KPL_3921,Cac_KPL_3774,0.0230931,0,4448/10000
Cps_KPL_2773,Cac_KPL_3774,0.215885,2.24E-210,54/10000
Cma_NML_120205,Cac_KPL_3774,0.107087,0,557/10000
Cps_KPL_4010,Cac_KPL_3774,0.23782,2.15E-126,34/10000
Cps_KPL_2640,Cac_KPL_3774,0.239237,5.82E-122,33/10000
Cpr_HSID18035,Cac_KPL_3774,0.190183,0,93/10000
Cps_KPL_2865,Cac_KPL_3774,0.233808,1.09E-138,37/10000
Cac_KPL_2859,Cac_KPL_3774,0.0204989,0,4817/10000
Cac_BWA096,Cac_KPL_3774,0.00059426,0,9755/10000
Cps_KPL_2733,Cac_KPL_3774,0.245371,5.27E-106,29/10000
Cps_KPL_2834,Cac_KPL_3774,0.227796,2.93E-159,42/10000
Ctu_KPL_3807,Cac_KPL_3774,0.162098,0,169/10000
Cac_KPL_2641,Cac_KPL_3774,0.0189049,0,5064/10000
Cac_KPL_2660,Cac_KPL_3774,0.0210386,0,4737/10000
Cpr_KPL_3675,Cac_KPL_3774,0.235108,7.45E-134,36/10000
Cac_KPL_3970,Cac_KPL_3774,0.00059179,0,9756/10000
Cac_KPL_3832,Cac_KPL_3774,0.0235794,0,4383/10000
Cpr_KPL_3889,Cac_KPL_3774,0.187235,0,99/10000
Cps_KPL_3772,Cac_KPL_3774,0.236445,3.28E-130,35/10000
Cac_KPL_3926,Cac_KPL_3774,0.0211137,0,4726/10000
Cps_DU080,Cac_KPL_3774,0.235108,9.72E-135,36/10000
Ctu_BWA150,Cac_KPL_3774,0.161822,0,170/10000
Cac_DU079,Cac_KPL_3774,0.017529,0,5291/10000
Cps_KPL_3770,Cac_KPL_3774,0.228939,2.13E-155,41/10000
Cac_KPL_2783,Cac_KPL_3774,0.0210249,0,4739/10000
Cma_CCUG_32361,Cac_KPL_3774,0.106524,0,564/10000
Cpr_1274_CJEI,Cac_KPL_3774,0.250557,1.44E-93,26/10000
Cps_KPL_2915,Cac_KPL_3774,0.232543,8.34E-143,38/10000
Cpr_KPL_3967,Cac_KPL_3774,0.239237,1.37E-121,33/10000
Cps_KPL_3833,Cac_KPL_3774,0.210114,1.07E-240,61/10000
Cpr_KPL_2785,Cac_KPL_3774,0.236445,6.85E-130,35/10000
Cpr_KPL_4040,Cac_KPL_3774,0.240698,2.08E-117,32/10000
Cps_90104,Cac_KPL_3774,0.243761,5.79E-110,30/10000
Cpr_KPL_2811,Cac_KPL_3774,0.184014,0,106/10000
Cac_KPL_3703,Cac_KPL_3774,0.0226815,0,4504/10000
Cac_KPL_4034,Cac_KPL_3774,0.00186034,0,9262/10000
Cma_NML_080212,Cac_KPL_3774,0.104801,0,586/10000
Cac_ATCC_49726,Cac_KPL_3774,0.0265804,0,4008/10000
Ctu_DSM_44922,Cac_KPL_3802,0.161274,0,172/10000
Cac_KPL_1996,Cac_KPL_3802,0.0216533,0,4648/10000
Cps_KPL_1989,Cac_KPL_3802,0.22559,1.49E-167,44/10000
Cac_KPL_1818,Cac_KPL_3802,0.0249606,0,4205/10000
Cps_BWA188,Cac_KPL_3802,0.22668,8.05E-163,43/10000
Cac_BWA270,Cac_KPL_3802,0.0273899,0,3914/10000
Cac_KPL_1824,Cac_KPL_3802,0.0210386,0,4737/10000
Cps_BWA127,Cac_KPL_3802,0.245371,1.47E-105,29/10000
Cps_BWA223,Cac_KPL_3802,0.247037,1.17E-101,28/10000
Cps_BWA184,Cac_KPL_3802,0.22559,3.04E-167,44/10000
Cps_BWA300,Cac_KPL_3802,0.224525,2.69E-171,45/10000
Cac_BWA161,Cac_KPL_3802,0.0262852,0,4043/10000
Cps_BWA311,Cac_KPL_3802,0.243761,8.27E-110,30/10000
Cps_DSM_44287,Cac_KPL_3802,0.231311,6.96E-147,39/10000
Cps_BWA118,Cac_KPL_3802,0.243761,8.25E-110,30/10000
Cps_BWA198,Cac_KPL_3802,0.236445,5.93E-130,35/10000
Cps_HSID17576,Cac_KPL_3802,0.231311,1.04E-146,39/10000
Cac_DU075,Cac_KPL_3802,0.0281257,0,3831/10000
Cps_BWA141,Cac_KPL_3802,0.239237,7.13E-122,33/10000
Cps_BWA283,Cac_KPL_3802,0.243761,9.91E-110,30/10000
Cps_HSID17575,Cac_KPL_3802,0.206387,7.14E-262,66/10000
Cps_BWA238,Cac_KPL_3802,0.223483,7.54E-176,46/10000
Cps_BWA110,Cac_KPL_3802,0.227796,4.18E-159,42/10000
Cac_BWA070,Cac_KPL_3802,0.025338,0,4158/10000
Cps_KPL_3966,Cac_KPL_3802,0.22559,3.20E-167,44/10000
Cps_KPL_4066,Cac_KPL_3802,0.227796,4.06E-159,42/10000
Cps_KPL_2826,Cac_KPL_3802,0.227796,3.18E-159,42/10000
Cps_BWA164,Cac_KPL_3802,0.258493,7.21E-78,22/10000
Cpr_BWA290,Cac_KPL_3802,0.221466,7.29E-184,48/10000
Cpr_BWA146,Cac_KPL_3802,0.239237,1.32E-121,33/10000
Cps_BWA166,Cac_KPL_3802,0.227796,5.47E-159,42/10000
Cac_DU076,Cac_KPL_3802,0.0234588,0,4399/10000
Cpr_KPL_2657,Cac_KPL_3802,0.239237,1.64E-121,33/10000
Cps_KPL_2795,Cac_KPL_3802,0.210897,4.34E-236,60/10000
Cpr_DSM_44285,Cac_KPL_3802,0.22559,5.82E-167,44/10000
Cps_BWA305,Cac_KPL_3802,0.23782,4.11E-126,34/10000
Cps_KPL_2667,Cac_KPL_3802,0.258493,5.21E-78,22/10000
Cps_KPL_4025,Cac_KPL_3802,0.218593,1.74E-197,51/10000
Cac_KPL_3674,Cac_KPL_3802,0.0253218,0,4160/10000
Cps_KPL_3702,Cac_KPL_3802,0.242205,6.36E-114,31/10000
Cac_KPL_4075,Cac_KPL_3802,0.0214097,0,4683/10000
Cpr_KPL_2654,Cac_KPL_3802,0.239237,2.94E-121,33/10000
Cac_KPL_3647,Cac_KPL_3802,0.0209501,0,4750/10000
Cps_BWA172,Cac_KPL_3802,0.22559,3.51E-167,44/10000
Cpr_BWA124,Cac_KPL_3802,0.224525,3.18E-171,45/10000
Cac_BWA273,Cac_KPL_3802,0.0206663,0,4792/10000
Cpr_KPL_3953,Cac_KPL_3802,0.197886,6.0532e-318,79/10000
Cps_BWA092,Cac_KPL_3802,0.224525,6.15E-172,45/10000
Cac_BWA121,Cac_KPL_3802,0.028753,0,3762/10000
Cpr_DE0530,Cac_KPL_3802,0.211692,3.56E-230,59/10000
Cac_ATCC_49725,Cac_KPL_3802,0.0226596,0,4507/10000
Ctu_BWA195,Cac_KPL_3802,0.158887,0,181/10000
Cps_KPL_4041,Cac_KPL_3802,0.232543,2.29E-142,38/10000
Cac_KPL_3802,Cac_KPL_3802,0,0,10000/10000
Ctu_BWA207,Cac_KPL_3802,0.162655,0,167/10000
Ctu_DU074,Cac_KPL_3802,0.158887,0,181/10000
Cps_KPL_2621,Cac_KPL_3802,0.232543,1.81E-142,38/10000
Cpr_KPL_2804,Cac_KPL_3802,0.197886,3.43568e-318,79/10000
Cac_KPL_2618,Cac_KPL_3802,0.022813,0,4486/10000
Cac_KPL_2617,Cac_KPL_3802,0.0216393,0,4650/10000
Cac_KPL_3774,Cac_KPL_3802,0.0215626,0,4661/10000
Ctu_SK141,Cac_KPL_3802,0.16615,0,155/10000
Cps_KPL_3671,Cac_KPL_3802,0.239237,4.02E-122,33/10000
Cpr_KPL_3672,Cac_KPL_3802,0.254359,1.60E-85,24/10000
Cac_BWA109,Cac_KPL_3802,0.0257539,0,4107/10000
Ctu_BWA158,Cac_KPL_3802,0.160198,0,176/10000
Cac_KPL_2652,Cac_KPL_3802,0.02237,0,4547/10000
Cac_KPL_4065,Cac_KPL_3802,0.0175939,0,5280/10000
Cpr_KPL_2755,Cac_KPL_3802,0.206387,1.21E-260,66/10000
Cac_KPL_3921,Cac_KPL_3802,0.0236626,0,4372/10000
Cps_KPL_2773,Cac_KPL_3802,0.210114,3.26E-240,61/10000
Cma_NML_120205,Cac_KPL_3802,0.108487,0,540/10000
Cps_KPL_4010,Cac_KPL_3802,0.228939,4.11E-155,41/10000
Cps_KPL_2640,Cac_KPL_3802,0.235108,5.39E-134,36/10000
Cpr_HSID18035,Cac_KPL_3802,0.200342,3.71E-300,75/10000
Cps_KPL_2865,Cac_KPL_3802,0.232543,1.47E-142,38/10000
Cac_KPL_2859,Cac_KPL_3802,0.0230117,0,4459/10000
Cac_BWA096,Cac_KPL_3802,0.021382,0,4687/10000
Cps_KPL_2733,Cac_KPL_3802,0.242205,7.05E-114,31/10000
Cps_KPL_2834,Cac_KPL_3802,0.216771,1.71E-205,53/10000
Ctu_KPL_3807,Cac_KPL_3802,0.161274,0,172/10000
Cac_KPL_2641,Cac_KPL_3802,0.0214097,0,4683/10000
Cac_KPL_2660,Cac_KPL_3802,0.00575147,0,7957/10000
Cpr_KPL_3675,Cac_KPL_3802,0.223483,4.03E-175,46/10000
Cac_KPL_3970,Cac_KPL_3802,0.0213337,0,4694/10000
Cac_KPL_3832,Cac_KPL_3802,0.0241368,0,4310/10000
Cpr_KPL_3889,Cac_KPL_3802,0.196705,0,81/10000
Cps_KPL_3772,Cac_KPL_3802,0.227796,6.14E-159,42/10000
Cac_KPL_3926,Cac_KPL_3802,0.0228277,0,4484/10000
Cps_DU080,Cac_KPL_3802,0.236445,2.30E-130,35/10000
Ctu_BWA150,Cac_KPL_3802,0.164079,0,162/10000
Cac_DU079,Cac_KPL_3802,0.0205189,0,4814/10000
Cps_KPL_3770,Cac_KPL_3802,0.231311,8.97E-147,39/10000
Cac_KPL_2783,Cac_KPL_3802,0.017873,0,5233/10000
Cma_CCUG_32361,Cac_KPL_3802,0.10857,0,539/10000
Cpr_1274_CJEI,Cac_KPL_3802,0.242205,2.19E-113,31/10000
Cps_KPL_2915,Cac_KPL_3802,0.231311,1.12E-146,39/10000
Cpr_KPL_3967,Cac_KPL_3802,0.231311,6.26E-146,39/10000
Cps_KPL_3833,Cac_KPL_3802,0.214163,1.27E-218,56/10000
Cpr_KPL_2785,Cac_KPL_3802,0.228939,2.20E-154,41/10000
Cpr_KPL_4040,Cac_KPL_3802,0.243761,4.20E-109,30/10000
Cps_90104,Cac_KPL_3802,0.242205,8.59E-114,31/10000
Cpr_KPL_2811,Cac_KPL_3802,0.197886,1.36933e-317,79/10000
Cac_KPL_3703,Cac_KPL_3802,0.0238604,0,4346/10000
Cac_KPL_4034,Cac_KPL_3802,0.0215138,0,4668/10000
Cma_NML_080212,Cac_KPL_3802,0.106684,0,562/10000
Cac_ATCC_49726,Cac_KPL_3802,0.0281977,0,3823/10000
Ctu_DSM_44922,Cac_KPL_3832,0.162376,0,168/10000
Cac_KPL_1996,Cac_KPL_3832,0.0236777,0,4370/10000
Cps_KPL_1989,Cac_KPL_3832,0.248764,3.00E-98,27/10000
Cac_KPL_1818,Cac_KPL_3832,0.0242762,0,4292/10000
Cps_BWA188,Cac_KPL_3832,0.247037,6.15E-102,28/10000
Cac_BWA270,Cac_KPL_3832,0.0277597,0,3872/10000
Cac_KPL_1824,Cac_KPL_3832,0.0233687,0,4411/10000
Cps_BWA127,Cac_KPL_3832,0.248764,4.41E-98,27/10000
Cps_BWA223,Cac_KPL_3832,0.250557,3.53E-94,26/10000
Cps_BWA184,Cac_KPL_3832,0.248764,4.57E-98,27/10000
Cps_BWA300,Cac_KPL_3832,0.250557,5.49E-94,26/10000
Cac_BWA161,Cac_KPL_3832,0.026555,0,4011/10000
Cps_BWA311,Cac_KPL_3832,0.250557,2.88E-94,26/10000
Cps_DSM_44287,Cac_KPL_3832,0.239237,8.93E-123,33/10000
Cps_BWA118,Cac_KPL_3832,0.250557,2.87E-94,26/10000
Cps_BWA198,Cac_KPL_3832,0.248764,4.16E-98,27/10000
Cps_HSID17576,Cac_KPL_3832,0.250557,2.84E-94,26/10000
Cac_DU075,Cac_KPL_3832,0.0270252,0,3956/10000
Cps_BWA141,Cac_KPL_3832,0.25242,3.42E-90,25/10000
Cps_BWA283,Cac_KPL_3832,0.254359,3.03E-86,24/10000
Cps_HSID17575,Cac_KPL_3832,0.243761,2.92E-110,30/10000
Cps_BWA238,Cac_KPL_3832,0.248764,3.56E-98,27/10000
Cps_BWA110,Cac_KPL_3832,0.254359,3.00E-86,24/10000
Cac_BWA070,Cac_KPL_3832,0.0248889,0,4214/10000
Cps_KPL_3966,Cac_KPL_3832,0.240698,2.85E-118,32/10000
Cps_KPL_4066,Cac_KPL_3832,0.260703,1.87E-74,21/10000
Cps_KPL_2826,Cac_KPL_3832,0.232543,2.68E-143,38/10000
Cps_BWA164,Cac_KPL_3832,0.26546,1.27E-66,19/10000
Cpr_BWA290,Cac_KPL_3832,0.239237,3.26E-122,33/10000
Cpr_BWA146,Cac_KPL_3832,0.270747,7.53E-59,17/10000
Cps_BWA166,Cac_KPL_3832,0.254359,3.47E-86,24/10000
Cac_DU076,Cac_KPL_3832,0.0236171,0,4378/10000
Cpr_KPL_2657,Cac_KPL_3832,0.270747,8.37E-59,17/10000
Cps_KPL_2795,Cac_KPL_3832,0.22668,2.77E-164,43/10000
Cpr_DSM_44285,Cac_KPL_3832,0.26803,1.27E-62,18/10000
Cps_BWA305,Cac_KPL_3832,0.25242,2.66E-90,25/10000
Cps_KPL_2667,Cac_KPL_3832,0.270747,4.70E-59,17/10000
Cps_KPL_4025,Cac_KPL_3832,0.231311,1.29E-147,39/10000
Cac_KPL_3674,Cac_KPL_3832,0.0248969,0,4213/10000
Cps_KPL_3702,Cac_KPL_3832,0.243761,1.90E-110,30/10000
Cac_KPL_4075,Cac_KPL_3832,0.0231896,0,4435/10000
Cpr_KPL_2654,Cac_KPL_3832,0.243761,9.49E-110,30/10000
Cac_KPL_3647,Cac_KPL_3832,0.0224493,0,4536/10000
Cps_BWA172,Cac_KPL_3832,0.25242,4.72E-90,25/10000
Cpr_BWA124,Cac_KPL_3832,0.240698,3.89E-118,32/10000
Cac_BWA273,Cac_KPL_3832,0.0227472,0,4495/10000
Cpr_KPL_3953,Cac_KPL_3832,0.22559,1.51E-167,44/10000
Cps_BWA092,Cac_KPL_3832,0.239237,1.02E-122,33/10000
Cac_BWA121,Cac_KPL_3832,0.0283151,0,3810/10000
Cpr_DE0530,Cac_KPL_3832,0.243761,1.16E-109,30/10000
Cac_ATCC_49725,Cac_KPL_3832,0.02237,0,4547/10000
Ctu_BWA195,Cac_KPL_3832,0.163504,0,164/10000
Cps_KPL_4041,Cac_KPL_3832,0.245371,3.38E-106,29/10000
Cac_KPL_3802,Cac_KPL_3832,0.0241368,0,4310/10000
Ctu_BWA207,Cac_KPL_3832,0.164079,0,162/10000
Ctu_DU074,Cac_KPL_3832,0.162937,0,166/10000
Cps_KPL_2621,Cac_KPL_3832,0.245371,2.84E-106,29/10000
Cpr_KPL_2804,Cac_KPL_3832,0.243761,7.28E-110,30/10000
Cac_KPL_2618,Cac_KPL_3832,0.0231673,0,4438/10000
Cac_KPL_2617,Cac_KPL_3832,0.0239139,0,4339/10000
Cac_KPL_3774,Cac_KPL_3832,0.0235794,0,4383/10000
Ctu_SK141,Cac_KPL_3832,0.167067,0,152/10000
Cps_KPL_3671,Cac_KPL_3832,0.242205,1.44E-114,31/10000
Cpr_KPL_3672,Cac_KPL_3832,0.26546,1.76E-66,19/10000
Cac_BWA109,Cac_KPL_3832,0.0248175,0,4223/10000
Ctu_BWA158,Cac_KPL_3832,0.16615,0,155/10000
Cac_KPL_2652,Cac_KPL_3832,0.024691,0,4239/10000
Cac_KPL_4065,Cac_KPL_3832,0.0226596,0,4507/10000
Cpr_KPL_2755,Cac_KPL_3832,0.239237,6.69E-122,33/10000
Cac_KPL_3921,Cac_KPL_3832,0.0208957,0,4758/10000
Cps_KPL_2773,Cac_KPL_3832,0.215016,2.41E-215,55/10000
Cma_NML_120205,Cac_KPL_3832,0.104648,0,588/10000
Cps_KPL_4010,Cac_KPL_3832,0.23782,8.41E-127,34/10000
Cps_KPL_2640,Cac_KPL_3832,0.243761,3.77E-110,30/10000
Cpr_HSID18035,Cac_KPL_3832,0.248764,1.07E-97,27/10000
Cps_KPL_2865,Cac_KPL_3832,0.236445,7.36E-131,35/10000
Cac_KPL_2859,Cac_KPL_3832,0.0229306,0,4470/10000
Cac_BWA096,Cac_KPL_3832,0.0231821,0,4436/10000
Cps_KPL_2733,Cac_KPL_3832,0.258493,1.99E-78,22/10000
Cps_KPL_2834,Cac_KPL_3832,0.240698,2.39E-118,32/10000
Ctu_KPL_3807,Cac_KPL_3832,0.164955,0,159/10000
Cac_KPL_2641,Cac_KPL_3832,0.0230265,0,4457/10000
Cac_KPL_2660,Cac_KPL_3832,0.0236626,0,4372/10000
Cpr_KPL_3675,Cac_KPL_3832,0.247037,9.05E-102,28/10000
Cac_KPL_3970,Cac_KPL_3832,0.0231896,0,4435/10000
Cac_KPL_3832,Cac_KPL_3832,0,0,10000/10000
Cpr_KPL_3889,Cac_KPL_3832,0.235108,3.35E-134,36/10000
Cps_KPL_3772,Cac_KPL_3832,0.242205,2.91E-114,31/10000
Cac_KPL_3926,Cac_KPL_3832,0.024691,0,4239/10000
Cps_DU080,Cac_KPL_3832,0.245371,1.76E-106,29/10000
Ctu_BWA150,Cac_KPL_3832,0.168636,0,147/10000
Cac_DU079,Cac_KPL_3832,0.0228057,0,4487/10000
Cps_KPL_3770,Cac_KPL_3832,0.240698,1.37E-118,32/10000
Cac_KPL_2783,Cac_KPL_3832,0.0223916,0,4544/10000
Cma_CCUG_32361,Cac_KPL_3832,0.104495,0,590/10000
Cpr_1274_CJEI,Cac_KPL_3832,0.273629,5.29E-55,16/10000
Cps_KPL_2915,Cac_KPL_3832,0.240698,1.62E-118,32/10000
Cpr_KPL_3967,Cac_KPL_3832,0.243761,8.06E-110,30/10000
Cps_KPL_3833,Cac_KPL_3832,0.216771,9.25E-207,53/10000
